Y1,Y2,R
RAR,xFIP,-0.54
RAR,WPA,0.41
RAR,RE24,0.47
RAR,REW,0.46
RAR,pLI,0.02
RAR,inLI,0.1
RAR,gmLI,0.01
RAR,exLI,-0.03
RAR,Pulls,-0.18
RAR,WPA/LI,0.49
RAR,Clutch,-0.12
RAR,FA%,-0.09
RAR,SL%,0
RAR,CT%,0.23
RAR,CB%,0.12
RAR,CH%,-0.04
RAR,SF%,-0.07
RAR,PO%,0.12
RAR,wFB,0.29
RAR,wSL,0.26
RAR,wCT,0.28
RAR,wCB,0.15
RAR,wCH,0.28
RAR,wSF,0.11
RAR,O-Swing%,0.29
RAR,Z-Swing%,0.01
RAR,Swing%,0.27
RAR,O-Contact%,-0.31
RAR,Z-Contact%,-0.35
RAR,Contact%,-0.45
RAR,Zone%,0.02
RAR,F-Strike%,0.27
RAR,SwStr%,0.48
RAR,ERA-,-0.46
RAR,FIP-,-0.58
RAR,xFIP-,-0.59
RAR,K%,0.52
RAR,BB%,-0.18
RAR,SIERA,-0.55
RAR,RS/9,0.06
RAR,E-F,0.05
WAR,W,0.37
WAR,L,-0.23
WAR,ERA,-0.43
WAR,G,0.1
WAR,GS,0.1
WAR,CG,0.36
WAR,ShO,0.24
WAR,IP,0.39
WAR,TBF,0.29
WAR,H,-0.07
WAR,R,-0.3
WAR,ER,-0.32
WAR,HR,-0.2
WAR,BB,-0.09
WAR,IBB,-0.15
WAR,HBP,-0.07
WAR,WP,0.08
WAR,BK,-0.06
WAR,SO,0.57
WAR,GB,0.07
WAR,FB,-0.11
WAR,LD,-0.11
WAR,IFFB,-0.05
WAR,Balls,0.07
WAR,Strikes,0.42
WAR,Pitches,0.32
WAR,RS,0.23
WAR,IFH,0.05
WAR,BU,-0.03
WAR,BUH,0
WAR,K/9,0.51
WAR,BB/9,-0.21
WAR,K/BB,0.51
WAR,H/9,-0.35
WAR,HR/9,-0.3
WAR,AVG,-0.36
WAR,WHIP,-0.43
WAR,BABIP,0
WAR,LOB%,0.26
WAR,FIP,-0.54
WAR,GB/FB,0.09
WAR,LD%,-0.11
WAR,GB%,0.12
WAR,FB%,-0.09
WAR,IFFB%,0
WAR,HR/FB,-0.14
WAR,IFH%,0.01
WAR,BUH%,0.03
WAR,RAR,0.6
WAR,WAR,0.61
WAR,tERA,-0.52
WAR,xFIP,-0.56
WAR,WPA,0.42
WAR,RE24,0.47
WAR,REW,0.47
WAR,pLI,0.02
WAR,inLI,0.1
WAR,gmLI,0
WAR,exLI,-0.03
WAR,Pulls,-0.18
WAR,WPA/LI,0.49
WAR,Clutch,-0.11
WAR,FA%,-0.09
WAR,SL%,0.01
WAR,CT%,0.26
WAR,CB%,0.12
WAR,CH%,-0.04
WAR,SF%,-0.06
WAR,PO%,0.12
WAR,wFB,0.29
WAR,wSL,0.27
WAR,wCT,0.3
WAR,wCB,0.14
WAR,wCH,0.28
WAR,wSF,0.11
WAR,O-Swing%,0.32
WAR,Z-Swing%,0
WAR,Swing%,0.26
WAR,O-Contact%,-0.3
WAR,Z-Contact%,-0.36
WAR,Contact%,-0.46
WAR,Zone%,0
WAR,F-Strike%,0.26
WAR,SwStr%,0.49
WAR,ERA-,-0.46
WAR,FIP-,-0.58
WAR,xFIP-,-0.6
WAR,K%,0.53
WAR,BB%,-0.17
WAR,SIERA,-0.57
WAR,RS/9,0.04
WAR,E-F,0.05
tERA,W,-0.24
tERA,L,0.16
tERA,ERA,0.47
tERA,G,-0.1
tERA,GS,-0.1
tERA,CG,-0.27
tERA,ShO,-0.21
tERA,IP,-0.32
tERA,TBF,-0.2
tERA,H,0.25
tERA,R,0.39
tERA,ER,0.41
tERA,HR,0.26
tERA,BB,0
tERA,IBB,0.17
tERA,HBP,0.08
tERA,WP,-0.09
tERA,BK,0.01
tERA,SO,-0.61
tERA,GB,0.04
tERA,FB,0.13
tERA,LD,0.22
tERA,IFFB,0.01
tERA,Balls,-0.08
tERA,Strikes,-0.39
tERA,Pitches,-0.3
tERA,RS,-0.05
tERA,IFH,-0.03
tERA,BU,0.02
tERA,BUH,0.02
tERA,K/9,-0.59
tERA,BB/9,0.1
tERA,K/BB,-0.45
tERA,H/9,0.47
tERA,HR/9,0.34
tERA,AVG,0.48
tERA,WHIP,0.46
tERA,BABIP,0.1
tERA,LOB%,-0.28
tERA,FIP,0.58
tERA,GB/FB,-0.05
tERA,LD%,0.13
tERA,GB%,-0.06
tERA,FB%,0.02
tERA,IFFB%,-0.06
tERA,HR/FB,0.19
tERA,IFH%,-0.05
tERA,BUH%,-0.01
tERA,RAR,-0.46
tERA,WAR,-0.49
tERA,tERA,0.61
tERA,xFIP,0.59
tERA,WPA,-0.34
tERA,RE24,-0.38
tERA,REW,-0.38
tERA,pLI,-0.06
tERA,inLI,-0.11
tERA,gmLI,0.02
tERA,exLI,0
tERA,Pulls,0.11
tERA,WPA/LI,-0.41
tERA,Clutch,0.1
tERA,FA%,0.02
tERA,SL%,-0.09
tERA,CT%,-0.24
tERA,CB%,-0.14
tERA,CH%,0.09
tERA,SF%,-0.07
tERA,PO%,-0.12
tERA,wFB,-0.32
tERA,wSL,-0.29
tERA,wCT,-0.2
tERA,wCB,-0.12
tERA,wCH,-0.26
tERA,wSF,-0.05
tERA,O-Swing%,-0.47
tERA,Z-Swing%,0.04
tERA,Swing%,-0.25
tERA,O-Contact%,0.24
tERA,Z-Contact%,0.42
tERA,Contact%,0.53
tERA,Zone%,0.18
tERA,F-Strike%,-0.24
tERA,SwStr%,-0.54
tERA,ERA-,0.38
tERA,FIP-,0.48
tERA,xFIP-,0.53
tERA,K%,-0.61
tERA,BB%,0.05
tERA,SIERA,0.62
tERA,RS/9,0.12
tERA,E-F,-0.04
xFIP,W,-0.32
xFIP,L,0.21
xFIP,ERA,0.43
xFIP,G,-0.1
xFIP,GS,-0.1
xFIP,CG,-0.32
xFIP,ShO,-0.24
xFIP,IP,-0.34
xFIP,TBF,-0.22
xFIP,H,0.14
xFIP,R,0.33
xFIP,ER,0.35
xFIP,HR,0.22
xFIP,BB,0.11
xFIP,IBB,0.13
xFIP,HBP,0.1
xFIP,WP,-0.11
xFIP,BK,0.04
xFIP,SO,-0.6
xFIP,GB,-0.13
xFIP,FB,0.29
xFIP,LD,0.21
xFIP,IFFB,0.19
xFIP,Balls,-0.01
xFIP,Strikes,-0.35
xFIP,Pitches,-0.24
xFIP,RS,-0.19
xFIP,IFH,-0.15
xFIP,BU,-0.02
xFIP,BUH,0.02
xFIP,K/9,-0.57
xFIP,BB/9,0.21
xFIP,K/BB,-0.51
xFIP,H/9,0.38
xFIP,HR/9,0.3
xFIP,AVG,0.38
xFIP,WHIP,0.45
xFIP,BABIP,-0.01
xFIP,LOB%,-0.24
xFIP,FIP,0.59
xFIP,GB/FB,-0.23
xFIP,LD%,0.17
xFIP,GB%,-0.26
xFIP,FB%,0.21
xFIP,IFFB%,0.08
xFIP,HR/FB,0.03
xFIP,IFH%,-0.08
xFIP,BUH%,0.05
xFIP,RAR,-0.53
xFIP,WAR,-0.55
xFIP,tERA,0.58
xFIP,xFIP,0.68
xFIP,WPA,-0.38
xFIP,RE24,-0.41
xFIP,REW,-0.42
xFIP,pLI,-0.02
xFIP,inLI,-0.08
xFIP,gmLI,0.03
xFIP,exLI,0.01
xFIP,Pulls,0.16
xFIP,WPA/LI,-0.43
xFIP,Clutch,0.06
xFIP,FA%,0.21
xFIP,SL%,-0.1
xFIP,CT%,-0.26
xFIP,CB%,-0.19
xFIP,CH%,0.09
xFIP,SF%,-0.08
xFIP,PO%,-0.1
xFIP,wFB,-0.23
xFIP,wSL,-0.28
xFIP,wCT,-0.31
xFIP,wCB,-0.2
xFIP,wCH,-0.26
xFIP,wSF,-0.17
xFIP,O-Swing%,-0.44
xFIP,Z-Swing%,0.06
xFIP,Swing%,-0.26
xFIP,O-Contact%,0.37
xFIP,Z-Contact%,0.35
xFIP,Contact%,0.56
xFIP,Zone%,0.1
xFIP,F-Strike%,-0.31
xFIP,SwStr%,-0.57
xFIP,ERA-,0.39
xFIP,FIP-,0.55
xFIP,xFIP-,0.67
xFIP,K%,-0.59
xFIP,BB%,0.17
xFIP,SIERA,0.69
xFIP,RS/9,-0.03
xFIP,E-F,-0.11
WPA,W,0.29
WPA,L,-0.2
WPA,ERA,-0.37
WPA,G,0.06
WPA,GS,0.06
WPA,CG,0.25
WPA,ShO,0.16
WPA,IP,0.29
WPA,TBF,0.2
WPA,H,-0.16
WPA,R,-0.28
WPA,ER,-0.29
WPA,HR,-0.15
WPA,BB,0
WPA,IBB,-0.12
WPA,HBP,-0.03
WPA,WP,0.06
WPA,BK,-0.06
WPA,SO,0.49
WPA,GB,-0.04
WPA,FB,-0.03
WPA,LD,-0.18
WPA,IFFB,0.06
WPA,Balls,0.09
WPA,Strikes,0.33
WPA,Pitches,0.26
WPA,RS,0.18
WPA,IFH,-0.02
WPA,BU,-0.02
WPA,BUH,-0.02
WPA,K/9,0.46
WPA,BB/9,-0.09
WPA,K/BB,0.37
WPA,H/9,-0.36
WPA,HR/9,-0.22
WPA,AVG,-0.37
WPA,WHIP,-0.37
WPA,BABIP,-0.09
WPA,LOB%,0.24
WPA,FIP,-0.42
WPA,GB/FB,-0.01
WPA,LD%,-0.15
WPA,GB%,0.02
WPA,FB%,0.03
WPA,IFFB%,0.09
WPA,HR/FB,-0.15
WPA,IFH%,0
WPA,BUH%,0
WPA,RAR,0.41
WPA,WAR,0.43
WPA,tERA,-0.45
WPA,xFIP,-0.41
WPA,WPA,0.33
WPA,RE24,0.36
WPA,REW,0.37
WPA,pLI,0.02
WPA,inLI,0.08
WPA,gmLI,-0.01
WPA,exLI,-0.1
WPA,Pulls,-0.13
WPA,WPA/LI,0.39
WPA,Clutch,-0.1
WPA,FA%,0.03
WPA,SL%,0.04
WPA,CT%,0.2
WPA,CB%,0.08
WPA,CH%,-0.06
WPA,SF%,0.07
WPA,PO%,0.07
WPA,wFB,0.28
WPA,wSL,0.23
WPA,wCT,0.26
WPA,wCB,0.06
WPA,wCH,0.19
WPA,wSF,0.08
WPA,O-Swing%,0.3
WPA,Z-Swing%,0.04
WPA,Swing%,0.24
WPA,O-Contact%,-0.23
WPA,Z-Contact%,-0.36
WPA,Contact%,-0.42
WPA,Zone%,-0.03
WPA,F-Strike%,0.16
WPA,SwStr%,0.44
WPA,ERA-,-0.37
WPA,FIP-,-0.42
WPA,xFIP-,-0.43
WPA,K%,0.47
WPA,BB%,-0.06
WPA,SIERA,-0.44
WPA,RS/9,0.04
WPA,E-F,-0.02
RE24,W,0.29
RE24,L,-0.18
RE24,ERA,-0.37
RE24,G,0.08
RE24,GS,0.08
RE24,CG,0.25
RE24,ShO,0.17
RE24,IP,0.31
RE24,TBF,0.23
RE24,H,-0.13
RE24,R,-0.26
RE24,ER,-0.27
RE24,HR,-0.14
RE24,BB,-0.02
RE24,IBB,-0.14
RE24,HBP,-0.01
RE24,WP,0.06
RE24,BK,-0.02
RE24,SO,0.5
RE24,GB,-0.03
RE24,FB,-0.01
RE24,LD,-0.16
RE24,IFFB,0.06
RE24,Balls,0.09
RE24,Strikes,0.37
RE24,Pitches,0.29
RE24,RS,0.17
RE24,IFH,-0.01
RE24,BU,-0.04
RE24,BUH,-0.03
RE24,K/9,0.46
RE24,BB/9,-0.12
RE24,K/BB,0.4
RE24,H/9,-0.36
RE24,HR/9,-0.22
RE24,AVG,-0.37
RE24,WHIP,-0.39
RE24,BABIP,-0.09
RE24,LOB%,0.24
RE24,FIP,-0.43
RE24,GB/FB,-0.02
RE24,LD%,-0.15
RE24,GB%,0.01
RE24,FB%,0.05
RE24,IFFB%,0.08
RE24,HR/FB,-0.16
RE24,IFH%,0
RE24,BUH%,0
RE24,RAR,0.44
RE24,WAR,0.45
RE24,tERA,-0.45
RE24,xFIP,-0.42
RE24,WPA,0.34
RE24,RE24,0.37
RE24,REW,0.37
RE24,pLI,0.03
RE24,inLI,0.1
RE24,gmLI,-0.02
RE24,exLI,-0.09
RE24,Pulls,-0.11
RE24,WPA/LI,0.4
RE24,Clutch,-0.1
RE24,FA%,0.05
RE24,SL%,0.03
RE24,CT%,0.2
RE24,CB%,0.07
RE24,CH%,-0.05
RE24,SF%,0.02
RE24,PO%,0.07
RE24,wFB,0.3
RE24,wSL,0.22
RE24,wCT,0.26
RE24,wCB,0.05
RE24,wCH,0.21
RE24,wSF,0.1
RE24,O-Swing%,0.29
RE24,Z-Swing%,0.07
RE24,Swing%,0.27
RE24,O-Contact%,-0.23
RE24,Z-Contact%,-0.38
RE24,Contact%,-0.42
RE24,Zone%,-0.01
RE24,F-Strike%,0.17
RE24,SwStr%,0.45
RE24,ERA-,-0.37
RE24,FIP-,-0.44
RE24,xFIP-,-0.44
RE24,K%,0.48
RE24,BB%,-0.09
RE24,SIERA,-0.45
RE24,RS/9,0.02
RE24,E-F,0
REW,W,0.29
REW,L,-0.17
REW,ERA,-0.36
REW,G,0.09
REW,GS,0.09
REW,CG,0.25
REW,ShO,0.17
REW,IP,0.31
REW,TBF,0.23
REW,H,-0.13
REW,R,-0.26
REW,ER,-0.27
REW,HR,-0.14
REW,BB,-0.02
REW,IBB,-0.13
REW,HBP,-0.02
REW,WP,0.06
REW,BK,-0.03
REW,SO,0.49
REW,GB,-0.03
REW,FB,-0.01
REW,LD,-0.15
REW,IFFB,0.05
REW,Balls,0.09
REW,Strikes,0.37
REW,Pitches,0.29
REW,RS,0.16
REW,IFH,0
REW,BU,-0.03
REW,BUH,-0.02
REW,K/9,0.45
REW,BB/9,-0.12
REW,K/BB,0.39
REW,H/9,-0.36
REW,HR/9,-0.22
REW,AVG,-0.36
REW,WHIP,-0.38
REW,BABIP,-0.09
REW,LOB%,0.23
REW,FIP,-0.43
REW,GB/FB,-0.02
REW,LD%,-0.15
REW,GB%,0.01
REW,FB%,0.04
REW,IFFB%,0.08
REW,HR/FB,-0.16
REW,IFH%,0.01
REW,BUH%,0
REW,RAR,0.43
REW,WAR,0.44
REW,tERA,-0.45
REW,xFIP,-0.42
REW,WPA,0.33
REW,RE24,0.36
REW,REW,0.36
REW,pLI,0.03
REW,inLI,0.1
REW,gmLI,-0.02
REW,exLI,-0.09
REW,Pulls,-0.11
REW,WPA/LI,0.39
REW,Clutch,-0.09
REW,FA%,0.04
REW,SL%,0.02
REW,CT%,0.21
REW,CB%,0.07
REW,CH%,-0.05
REW,SF%,0.03
REW,PO%,0.07
REW,wFB,0.3
REW,wSL,0.21
REW,wCT,0.26
REW,wCB,0.04
REW,wCH,0.2
REW,wSF,0.1
REW,O-Swing%,0.29
REW,Z-Swing%,0.07
REW,Swing%,0.27
REW,O-Contact%,-0.22
REW,Z-Contact%,-0.37
REW,Contact%,-0.42
REW,Zone%,-0.01
REW,F-Strike%,0.17
REW,SwStr%,0.44
REW,ERA-,-0.36
REW,FIP-,-0.43
REW,xFIP-,-0.43
REW,K%,0.47
REW,BB%,-0.09
REW,SIERA,-0.45
REW,RS/9,0.01
REW,E-F,0
pLI,W,-0.03
pLI,L,0
pLI,ERA,-0.07
pLI,G,0
pLI,GS,0
pLI,CG,0.01
pLI,ShO,0.05
pLI,IP,0
pLI,TBF,0.03
pLI,H,-0.06
pLI,R,-0.07
pLI,ER,-0.08
pLI,HR,-0.14
pLI,BB,0.26
pLI,IBB,0.07
pLI,HBP,0.03
pLI,WP,0.11
pLI,BK,0
pLI,SO,0.01
pLI,GB,0.07
pLI,FB,-0.11
pLI,LD,-0.1
pLI,IFFB,-0.1
pLI,Balls,0.18
pLI,Strikes,-0.01
pLI,Pitches,0.08
pLI,RS,-0.06
pLI,IFH,0.01
pLI,BU,0.07
pLI,BUH,0.11
pLI,K/9,0.01
pLI,BB/9,0.24
pLI,K/BB,-0.2
pLI,H/9,-0.06
pLI,HR/9,-0.13
pLI,AVG,-0.05
pLI,WHIP,0.08
pLI,BABIP,-0.03
pLI,LOB%,0.09
pLI,FIP,0
pLI,GB/FB,0.11
pLI,LD%,-0.1
pLI,GB%,0.12
pLI,FB%,-0.09
pLI,IFFB%,-0.08
pLI,HR/FB,-0.07
pLI,IFH%,-0.03
pLI,BUH%,0.1
pLI,RAR,-0.04
pLI,WAR,-0.03
pLI,tERA,-0.02
pLI,xFIP,0.04
pLI,WPA,0.04
pLI,RE24,0.05
pLI,REW,0.05
pLI,pLI,0.07
pLI,inLI,-0.02
pLI,gmLI,0.02
pLI,exLI,-0.05
pLI,Pulls,-0.01
pLI,WPA/LI,0.03
pLI,Clutch,0.02
pLI,FA%,-0.09
pLI,SL%,-0.05
pLI,CT%,0.06
pLI,CB%,-0.07
pLI,CH%,-0.06
pLI,SF%,-0.13
pLI,PO%,0.03
pLI,wFB,0.02
pLI,wSL,-0.03
pLI,wCT,0.02
pLI,wCB,0.03
pLI,wCH,-0.01
pLI,wSF,-0.11
pLI,O-Swing%,-0.01
pLI,Z-Swing%,-0.13
pLI,Swing%,-0.19
pLI,O-Contact%,0.01
pLI,Z-Contact%,0.02
pLI,Contact%,-0.01
pLI,Zone%,-0.13
pLI,F-Strike%,-0.16
pLI,SwStr%,-0.04
pLI,ERA-,-0.04
pLI,FIP-,0.03
pLI,xFIP-,0.08
pLI,K%,0
pLI,BB%,0.25
pLI,SIERA,0.04
pLI,RS/9,-0.07
pLI,E-F,-0.11
inLI,W,0.01
inLI,L,-0.04
inLI,ERA,-0.07
inLI,G,-0.03
inLI,GS,-0.03
inLI,CG,0.07
inLI,ShO,0.08
inLI,IP,0.02
inLI,TBF,0.02
inLI,H,-0.08
inLI,R,-0.08
inLI,ER,-0.08
inLI,HR,-0.04
inLI,BB,0.09
inLI,IBB,-0.02
inLI,HBP,0
inLI,WP,0.06
inLI,BK,-0.03
inLI,SO,0.1
inLI,GB,-0.04
inLI,FB,0
inLI,LD,-0.11
inLI,IFFB,0.03
inLI,Balls,0.03
inLI,Strikes,0.05
inLI,Pitches,0.05
inLI,RS,0.01
inLI,IFH,-0.05
inLI,BU,0.01
inLI,BUH,0.11
inLI,K/9,0.1
inLI,BB/9,0.07
inLI,K/BB,-0.02
inLI,H/9,-0.09
inLI,HR/9,-0.03
inLI,AVG,-0.09
inLI,WHIP,-0.04
inLI,BABIP,-0.05
inLI,LOB%,0.09
inLI,FIP,-0.05
inLI,GB/FB,-0.02
inLI,LD%,-0.09
inLI,GB%,-0.01
inLI,FB%,0.04
inLI,IFFB%,0.03
inLI,HR/FB,-0.05
inLI,IFH%,-0.03
inLI,BUH%,0.12
inLI,RAR,0.05
inLI,WAR,0.05
inLI,tERA,-0.08
inLI,xFIP,-0.04
inLI,WPA,0.07
inLI,RE24,0.1
inLI,REW,0.1
inLI,pLI,-0.04
inLI,inLI,-0.03
inLI,gmLI,0.01
inLI,exLI,-0.08
inLI,Pulls,-0.08
inLI,WPA/LI,0.09
inLI,Clutch,-0.04
inLI,FA%,0.04
inLI,SL%,-0.03
inLI,CT%,-0.03
inLI,CB%,-0.07
inLI,CH%,0.01
inLI,SF%,-0.05
inLI,PO%,0.08
inLI,wFB,0.04
inLI,wSL,0.04
inLI,wCT,0.03
inLI,wCB,-0.02
inLI,wCH,0.09
inLI,wSF,-0.07
inLI,O-Swing%,0.04
inLI,Z-Swing%,-0.01
inLI,Swing%,0.04
inLI,O-Contact%,-0.08
inLI,Z-Contact%,-0.12
inLI,Contact%,-0.12
inLI,Zone%,0.02
inLI,F-Strike%,0.04
inLI,SwStr%,0.11
inLI,ERA-,-0.06
inLI,FIP-,-0.04
inLI,xFIP-,-0.02
inLI,K%,0.1
inLI,BB%,0.08
inLI,SIERA,-0.05
inLI,RS/9,-0.01
inLI,E-F,-0.04
gmLI,W,-0.01
gmLI,L,-0.06
gmLI,ERA,0
gmLI,G,-0.04
gmLI,GS,-0.04
gmLI,CG,-0.06
gmLI,ShO,-0.09
gmLI,IP,-0.04
gmLI,TBF,-0.04
gmLI,H,-0.08
gmLI,R,-0.05
gmLI,ER,-0.02
gmLI,HR,-0.03
gmLI,BB,0.08
gmLI,IBB,-0.04
gmLI,HBP,0.03
gmLI,WP,0.03
gmLI,BK,0.03
gmLI,SO,0.01
gmLI,GB,-0.09
gmLI,FB,0.04
gmLI,LD,-0.1
gmLI,IFFB,0.04
gmLI,Balls,-0.02
gmLI,Strikes,-0.05
gmLI,Pitches,-0.04
gmLI,RS,-0.03
gmLI,IFH,-0.01
gmLI,BU,0.01
gmLI,BUH,0.03
gmLI,K/9,0.03
gmLI,BB/9,0.09
gmLI,K/BB,-0.05
gmLI,H/9,-0.05
gmLI,HR/9,-0.01
gmLI,AVG,-0.05
gmLI,WHIP,0.01
gmLI,BABIP,-0.03
gmLI,LOB%,0.05
gmLI,FIP,0.01
gmLI,GB/FB,-0.07
gmLI,LD%,-0.06
gmLI,GB%,-0.07
gmLI,FB%,0.09
gmLI,IFFB%,0.04
gmLI,HR/FB,-0.07
gmLI,IFH%,0.06
gmLI,BUH%,0.02
gmLI,RAR,-0.01
gmLI,WAR,0
gmLI,tERA,-0.02
gmLI,xFIP,0.05
gmLI,WPA,0.02
gmLI,RE24,0.04
gmLI,REW,0.04
gmLI,pLI,0.01
gmLI,inLI,0
gmLI,gmLI,0.04
gmLI,exLI,-0.04
gmLI,Pulls,0.01
gmLI,WPA/LI,0.05
gmLI,Clutch,-0.07
gmLI,FA%,0.09
gmLI,SL%,0.05
gmLI,CT%,-0.08
gmLI,CB%,0
gmLI,CH%,-0.03
gmLI,SF%,0.02
gmLI,PO%,0.15
gmLI,wFB,0.02
gmLI,wSL,0.06
gmLI,wCT,-0.07
gmLI,wCB,0
gmLI,wCH,0
gmLI,wSF,0
gmLI,O-Swing%,-0.07
gmLI,Z-Swing%,0.04
gmLI,Swing%,0
gmLI,O-Contact%,-0.05
gmLI,Z-Contact%,-0.06
gmLI,Contact%,-0.03
gmLI,Zone%,0.05
gmLI,F-Strike%,-0.04
gmLI,SwStr%,0.02
gmLI,ERA-,-0.02
gmLI,FIP-,-0.01
gmLI,xFIP-,0.04
gmLI,K%,0.03
gmLI,BB%,0.1
gmLI,SIERA,0.03
gmLI,RS/9,-0.02
gmLI,E-F,-0.02
exLI,W,-0.1
exLI,L,-0.02
exLI,ERA,0.07
exLI,G,-0.12
exLI,GS,-0.12
exLI,CG,-0.09
exLI,ShO,-0.04
exLI,IP,-0.13
exLI,TBF,-0.13
exLI,H,-0.04
exLI,R,0
exLI,ER,0.01
exLI,HR,0.02
exLI,BB,-0.03
exLI,IBB,-0.05
exLI,HBP,-0.02
exLI,WP,0.04
exLI,BK,-0.05
exLI,SO,-0.09
exLI,GB,-0.06
exLI,FB,-0.01
exLI,LD,-0.06
exLI,IFFB,-0.04
exLI,Balls,-0.1
exLI,Strikes,-0.14
exLI,Pitches,-0.14
exLI,RS,-0.07
exLI,IFH,-0.1
exLI,BU,0.02
exLI,BUH,0.09
exLI,K/9,-0.06
exLI,BB/9,0.01
exLI,K/BB,-0.06
exLI,H/9,0.06
exLI,HR/9,0.06
exLI,AVG,0.06
exLI,WHIP,0.06
exLI,BABIP,0.02
exLI,LOB%,-0.02
exLI,FIP,0.07
exLI,GB/FB,-0.02
exLI,LD%,-0.02
exLI,GB%,-0.03
exLI,FB%,0.04
exLI,IFFB%,-0.06
exLI,HR/FB,0.03
exLI,IFH%,-0.09
exLI,BUH%,0.08
exLI,RAR,-0.06
exLI,WAR,-0.07
exLI,tERA,0.06
exLI,xFIP,0.08
exLI,WPA,-0.04
exLI,RE24,-0.04
exLI,REW,-0.04
exLI,pLI,-0.01
exLI,inLI,0.01
exLI,gmLI,-0.02
exLI,exLI,0.02
exLI,Pulls,-0.04
exLI,WPA/LI,-0.04
exLI,Clutch,-0.01
exLI,FA%,0.04
exLI,SL%,-0.11
exLI,CT%,-0.03
exLI,CB%,-0.05
exLI,CH%,0.03
exLI,SF%,0.05
exLI,PO%,0.12
exLI,wFB,-0.03
exLI,wSL,-0.08
exLI,wCT,0.03
exLI,wCB,-0.05
exLI,wCH,0.01
exLI,wSF,-0.12
exLI,O-Swing%,-0.09
exLI,Z-Swing%,0.03
exLI,Swing%,0.02
exLI,O-Contact%,-0.06
exLI,Z-Contact%,0.05
exLI,Contact%,0.04
exLI,Zone%,0.1
exLI,F-Strike%,-0.03
exLI,SwStr%,-0.03
exLI,ERA-,0.06
exLI,FIP-,0.06
exLI,xFIP-,0.06
exLI,K%,-0.06
exLI,BB%,0
exLI,SIERA,0.08
exLI,RS/9,-0.01
exLI,E-F,0.01
Pulls,W,-0.06
Pulls,L,0.05
Pulls,ERA,0.06
Pulls,G,0.06
Pulls,GS,0.06
Pulls,CG,-0.23
Pulls,ShO,-0.17
Pulls,IP,-0.08
Pulls,TBF,-0.06
Pulls,H,-0.05
Pulls,R,0.02
Pulls,ER,0.04
Pulls,HR,0.09
Pulls,BB,0.13
Pulls,IBB,0.08
Pulls,HBP,-0.1
Pulls,WP,0.05
Pulls,BK,0.07
Pulls,SO,-0.08
Pulls,GB,-0.1
Pulls,FB,0.08
Pulls,LD,-0.03
Pulls,IFFB,0.07
Pulls,Balls,0.08
Pulls,Strikes,-0.06
Pulls,Pitches,-0.01
Pulls,RS,-0.04
Pulls,IFH,-0.04
Pulls,BU,0.03
Pulls,BUH,-0.02
Pulls,K/9,-0.05
Pulls,BB/9,0.14
Pulls,K/BB,-0.15
Pulls,H/9,0.01
Pulls,HR/9,0.1
Pulls,AVG,0.01
Pulls,WHIP,0.09
Pulls,BABIP,-0.07
Pulls,LOB%,0.04
Pulls,FIP,0.15
Pulls,GB/FB,-0.07
Pulls,LD%,0
Pulls,GB%,-0.1
Pulls,FB%,0.1
Pulls,IFFB%,0.03
Pulls,HR/FB,0.05
Pulls,IFH%,0.03
Pulls,BUH%,-0.04
Pulls,RAR,-0.15
Pulls,WAR,-0.16
Pulls,tERA,0.12
Pulls,xFIP,0.15
Pulls,WPA,-0.09
Pulls,RE24,-0.06
Pulls,REW,-0.06
Pulls,pLI,-0.09
Pulls,inLI,-0.1
Pulls,gmLI,0.07
Pulls,exLI,-0.03
Pulls,Pulls,0.21
Pulls,WPA/LI,-0.11
Pulls,Clutch,0.03
Pulls,FA%,0.1
Pulls,SL%,-0.01
Pulls,CT%,-0.18
Pulls,CB%,-0.05
Pulls,CH%,0.11
Pulls,SF%,0.23
Pulls,PO%,0.09
Pulls,wFB,-0.05
Pulls,wSL,0.01
Pulls,wCT,-0.24
Pulls,wCB,-0.09
Pulls,wCH,0.04
Pulls,wSF,0.1
Pulls,O-Swing%,-0.11
Pulls,Z-Swing%,-0.06
Pulls,Swing%,-0.13
Pulls,O-Contact%,0.02
Pulls,Z-Contact%,-0.02
Pulls,Contact%,0.01
Pulls,Zone%,-0.02
Pulls,F-Strike%,-0.09
Pulls,SwStr%,-0.04
Pulls,ERA-,0.05
Pulls,FIP-,0.13
Pulls,xFIP-,0.14
Pulls,K%,-0.06
Pulls,BB%,0.14
Pulls,SIERA,0.14
Pulls,RS/9,0
Pulls,E-F,-0.1
WPA/LI,W,0.33
WPA/LI,L,-0.21
WPA/LI,ERA,-0.37
WPA/LI,G,0.08
WPA/LI,GS,0.08
WPA/LI,CG,0.24
WPA/LI,ShO,0.17
WPA/LI,IP,0.31
WPA/LI,TBF,0.21
WPA/LI,H,-0.13
WPA/LI,R,-0.27
WPA/LI,ER,-0.28
WPA/LI,HR,-0.16
WPA/LI,BB,-0.06
WPA/LI,IBB,-0.15
WPA/LI,HBP,0.01
WPA/LI,WP,0.04
WPA/LI,BK,-0.03
WPA/LI,SO,0.5
WPA/LI,GB,0
WPA/LI,FB,-0.06
WPA/LI,LD,-0.16
WPA/LI,IFFB,0.04
WPA/LI,Balls,0.06
WPA/LI,Strikes,0.36
WPA/LI,Pitches,0.27
WPA/LI,RS,0.21
WPA/LI,IFH,0.01
